,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,seeger
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.1280148201123791,-1.0,3488.8887,3488.8887,1313.0955,1313.0955,1.1626469,0.90965,0.90965,0.9108,0.33963335,0.33963335,0.3396,0.990725936686887
alpha_post=60000.00000000002/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.4381686028438833,-1.0,1408.5143,89.99605,21287.922,1360.1771,0.49376443,0.0257,0.0257,0.0276,0.35183334,0.35183334,0.3569,0.4228389541181703
alpha_post=3833.6586254776325/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.6655520924387206,-1.0,3488.8887,13802.444,245.8601,972.6508,1.4865174,0.90965,0.90965,0.9108,0.062083334,0.062083334,0.0634,0.999977981617732
alpha_post=3833.6586254776325/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,2.823246896266938,-1.0,3455.308,54078.496,84.76965,1326.7168,2.0889676,0.90085,0.90085,0.8991,0.024633333,0.024633333,0.0249,0.9999999992612748
alpha_post=969.0463085136714/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.7042521067915191,-1.0,874.985,13694.255,62.146854,972.6508,1.4958854,0.90248334,0.90248334,0.9026,0.062083334,0.062083334,0.0634,0.999972433750016
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0104988115753557,-1.0,-1.0,-1.0,-1.0,-1.0,0.25983614,0.18738334,-1.0,0.2006,-1.0,-1.0,-1.0,0.2480632117258546
alpha_post=60000.00000000002/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.5359177363125314,-1.0,1427.3632,360.7992,3847.9185,972.6508,0.5440475,0.0264,0.0264,0.0282,0.062083334,0.062083334,0.0634,0.4810303743248104
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.5057726775403539,-1.0,1005.2852,1005.2852,972.6508,972.6508,0.5662947,0.06341667,0.06341667,0.0614,0.062083334,0.062083334,0.0634,0.5271265348343352
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0,-1367.840576171875,3443.7336,0.0,2075.893,0.0,0.89781666,0.89781666,-1.0,0.899,-1.0,-1.0,-1.0,0.8978166587813448
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0054206685,311.66815185546875,213.06209,0.0,524.7302,0.0,0.2692942,0.21723333,-1.0,0.2043,-1.0,-1.0,-1.0,0.2621140476599153
alpha_post=969.0463085136714/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.154082561691406,-1.0,872.91095,3453.3362,343.81638,1360.1771,1.1778965,0.90033334,0.90033334,0.9034,0.35183334,0.35183334,0.3569,0.9910792935221626
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.50783527,15221.83203125,972.23035,6.069714,16281.987,93.99383,0.5419691,0.038066667,0.042233333,0.0414,0.9178,0.91496664,0.9161,0.487070346261935
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.0004446463,0.1140060424804687,94.16732,94.27106,94.0041,93.99383,0.9157438,0.9008333,0.9041333,0.9026,0.9178,0.91496664,0.9161,0.9095084257431404
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.22421592,6713.251953125,163.69446,7799.7886,24.008362,946.8508,0.59402525,0.2592,0.25926667,0.2532,0.045133334,0.03706667,0.0409,0.5893968434644727
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.0034544726,90.40879821777344,94.16732,341.99405,60.183624,217.60155,0.94239336,0.9008333,0.9041333,0.9026,0.3487,0.34733334,0.3477,0.9238267527958172
alpha_post=628.3487915845371/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.0,-1040.51025390625,163.69446,592.65576,557.42346,2026.895,0.2592,0.2592,0.25926667,0.2532,0.8866,0.8886667,0.8865,0.2592000087931752
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0104988115753557,-1.0,-1.0,-1.0,-1.0,-1.0,0.13586944,0.06341667,-1.0,0.0614,-1.0,-1.0,-1.0,0.1048662971164862
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.009215134,263.2286376953125,972.23035,1051.3053,1272.2363,1088.0826,0.105945736,0.038066667,0.042233333,0.0414,0.052,0.044066668,0.0484,0.0698535774715058
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.1344309490700666,-1.0,-1.0,-1.0,-1.0,-1.0,0.39172614,0.13246667,-1.0,0.1426,-1.0,-1.0,-1.0,0.3629994573302834
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.8011121,24020.138671875,972.23035,79.881935,26959.121,2046.6351,0.6709617,0.038066667,0.042233333,0.0414,0.89816666,0.89736664,0.8966,0.6255900160316752
alpha_post=60000.00000000002/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.1826059952019383,-1.0,1408.5143,22.748592,10561.028,170.56876,0.32786387,0.0257,0.0257,0.0276,0.17363334,0.17363334,0.1639,0.2383007661231098
alpha_post=969.0463085136714/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0081649658092772,-1.0,874.985,221.17279,384.79904,97.2669,0.9663777,0.90248334,0.90248334,0.9026,0.45708334,0.45708334,0.45,0.936010834673488
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.6383358,19136.849609375,1655.8878,21784.152,96.66906,1088.0826,1.2901495,0.7252,0.7248667,0.7266,0.052,0.044066668,0.0484,0.9880968943404418
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.5055516,15153.322265625,94.16732,16328.227,7.3452597,1088.0826,1.4036014,0.9008333,0.9041333,0.9026,0.052,0.044066668,0.0484,0.9997649018068668
alpha_post=969.0463085136714/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.5482044571099509,-1.0,286.46765,4483.461,112.69564,1763.7821,0.81794775,0.2944,0.2944,0.3041,0.16953333,0.16953333,0.1824,0.784446393901508
alpha_post=60000.00000000002/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.3801682528862273,-1.0,1427.3632,5.8271856,23825.428,97.2669,0.46238637,0.0264,0.0264,0.0282,0.45708334,0.45708334,0.45,0.3874155084879656
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.004473677,120.98493194580078,174.661,48.61419,341.02557,93.99383,0.32429522,0.277,0.2799,0.2684,0.9178,0.91496664,0.9161,0.320573199551559
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.0,-744.47705078125,94.16732,1240.6769,155.64856,2046.6351,0.9008333,0.9008333,0.9041333,0.9026,0.89816666,0.89736664,0.8966,0.9008333109132952
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0002113606694852,-1.0,-1.0,-1.0,-1.0,-1.0,0.43699676,0.42671666,-1.0,0.4213,-1.0,-1.0,-1.0,0.4369053179468479
alpha_post=15166.394348316875/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0902277094134604,-1.0,1027.5836,16.59627,6018.382,97.20151,0.2779169,0.065516666,0.065516666,0.0611,0.45678332,0.45678332,0.4508,0.2208082067948372
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.00047967667,1.1649169921875,1655.8878,1655.2377,2048.4502,2046.6351,0.7406867,0.7252,0.7248667,0.7266,0.89816666,0.89736664,0.8966,0.7388800242327495
alpha_post=969.0463085136714/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,2.86375516653061,-1.0,874.985,54176.047,24.448591,1513.7722,2.0990944,0.90248334,0.90248334,0.9026,0.02825,0.02825,0.0296,0.9999999992734444
alpha_post=3833.6586254776325/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0081649658092772,-1.0,3488.8887,222.92014,1522.3093,97.2669,0.97354436,0.90965,0.90965,0.9108,0.45708334,0.45708334,0.45,0.941839919141517
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.2857068,8557.9775390625,972.23035,22.019548,9709.438,201.25002,0.41602618,0.038066667,0.042233333,0.0414,0.32453334,0.3204,0.3123,0.3449506972312814
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,2.0002261992631256,-1.0,1427.3632,1427.3632,1513.7722,1513.7722,1.0264565,0.0264,0.0264,0.0282,0.02825,0.02825,0.0296,0.8865625370924394
alpha_post=8269.535156745107/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.119120605,3560.392822265625,852.2107,18.448195,4488.149,93.99383,0.34514982,0.1011,0.1048,0.1018,0.9178,0.91496664,0.9161,0.3044843880352286
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.12167461,7286.90478515625,925.567,0.0,8212.472,0.0,0.30466887,0.058016665,-1.0,0.0531,-1.0,-1.0,-1.0,0.2418379640965853
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.0,-663.11181640625,1655.8878,456.26822,737.7578,201.25002,0.7252,0.7252,0.7248667,0.7266,0.32453334,0.3204,0.3123,0.7251999999843538
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.040734056,1208.79638671875,972.23035,289.79355,2610.4197,719.1866,0.18077977,0.038066667,0.042233333,0.0414,0.086666666,0.08646667,0.0837,0.1184550766921098
alpha_post=244.94897427831785/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.1319014433185782,-1.0,102.82457,1609.2915,86.90758,1360.1771,0.6825421,0.42573333,0.42573333,0.4264,0.35183334,0.35183334,0.3569,0.676061468206713
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.12804423,3828.101806640625,1655.8878,6004.827,198.349,719.1866,0.97822595,0.7252,0.7248667,0.7266,0.086666666,0.08646667,0.0837,0.903444037176424
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=20,0.1280148201123791,-1.0,833.8269,833.8269,1342.9946,1342.9946,0.4748302,0.22183333,0.22183333,0.2342,0.34785,0.34785,0.3594,0.4656512083955713
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.15961614,4775.2587890625,852.2107,242.79189,7431.313,2046.6351,0.38360322,0.1011,0.1048,0.1018,0.89816666,0.89736664,0.8966,0.3442348650422731
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.053964887,1605.72119140625,852.2107,3195.321,350.69345,1088.0826,0.26536334,0.1011,0.1048,0.1018,0.052,0.044066668,0.0484,0.227140870729664
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0012734137237036,-1.0,-1.0,-1.0,-1.0,-1.0,0.31674972,0.29151666,-1.0,0.3014,-1.0,-1.0,-1.0,0.3147920034453194
alpha_post=15166.394348316875/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,2.034331150352956,-1.0,1027.5836,4065.239,335.35852,1326.7168,1.074063,0.065516666,0.065516666,0.0611,0.024633333,0.024633333,0.0249,0.9119046570940628
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0008181852,35.51915740966797,97.1186,0.0,132.63776,0.0,0.42210937,0.40188333,-1.0,0.4051,-1.0,-1.0,-1.0,0.4218151393971625
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0002113606694852,-1.0,-1.0,-1.0,-1.0,-1.0,0.4774301,0.46715,-1.0,0.4689,-1.0,-1.0,-1.0,0.4774160595017235
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.12386124,3702.61181640625,94.16732,4500.8945,15.071265,719.1866,1.1496919,0.9008333,0.9041333,0.9026,0.086666666,0.08646667,0.0837,0.9876733730905336
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.010600746,622.4727783203125,1453.3915,0.0,2075.8643,0.0,0.44913697,0.37633333,-1.0,0.3808,-1.0,-1.0,-1.0,0.4482503133982221
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.1280148201123791,-1.0,1128.0122,1128.0122,1065.9006,1065.9006,0.5445135,0.29151666,0.29151666,0.3014,0.27566665,0.27566665,0.2809,0.541725619527455
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.056770284,1689.8831787109375,852.2107,66.92587,2676.418,201.25002,0.2695789,0.1011,0.1048,0.1018,0.32453334,0.3204,0.3123,0.231012206974422
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.45116058,27056.0625,5432.966,0.0,32489.03,0.0,0.61223626,0.13728334,-1.0,0.1499,-1.0,-1.0,-1.0,0.5950541664757527
alpha_post=60000.00000000002/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.3053232606846121,-1.0,5317.6045,339.76468,16682.246,1065.9006,0.5231861,0.13246667,0.13246667,0.1426,0.27566665,0.27566665,0.2809,0.5021872085169891
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.105788305,6333.7265625,1878.6307,0.0,8212.357,0.0,0.41000396,0.18001667,-1.0,0.1901,-1.0,-1.0,-1.0,0.3926905501920976
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.00056798186,3.8140716552734375,174.661,176.36128,203.3638,201.25002,0.29385203,0.277,0.2799,0.2684,0.32453334,0.3204,0.3123,0.2922481430510426
alpha_post=3833.6586254776325/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.539659810906433,-1.0,1128.0122,4462.546,440.20804,1741.5137,0.8109682,0.29151666,0.29151666,0.3014,0.16891667,0.16891667,0.1803,0.7792957553502676
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=lever/comp_post=risk/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.0003536292646992,-1.0,-1.0,-1.0,-1.0,-1.0,0.3126305,0.29933333,-1.0,0.3032,-1.0,-1.0,-1.0,0.3116052606683628
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=30,0.01878746,550.3983764648438,729.7853,55.951855,1324.6584,100.426605,0.4147546,0.31783333,0.3208,0.3253,0.6103,0.6095333,0.6109,0.4118201554666025
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.00061398884,23.267372131347656,109.36854,0.0,132.63591,0.0,0.47982126,0.4623,-1.0,0.4636,-1.0,-1.0,-1.0,0.4797968852069534
alpha_post=60000.00000000002/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=dziugaite/comp_post=risk/comp_prior=risk/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=30,0.5253503096310128,-1.0,5317.6045,1344.1482,6889.628,1741.5137,0.64498514,0.13246667,0.13246667,0.1426,0.16891667,0.16891667,0.1803,0.6265368815044366
