,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,seeger
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,3.631353,108927.359375,2686.0862,128244.62,355.80197,16986.979,2.2264037,0.8789333,0.87326664,0.8736,0.85983336,0.85786664,0.861,0.9999999990979828
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.032611508,965.119873046875,102.37295,1347.3159,23.543617,303.3667,1.027094,0.8994,0.8991,0.9001,0.122266665,0.1217,0.1179,0.9590153801929304
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00044866675,0.234619140625,4562.0425,1257.5317,4562.3623,1257.617,0.8940444,0.87906665,0.8733,0.8736,0.89166665,0.88673335,0.8899,0.8886060714385571
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,2.8406897,85207.4609375,8296.67,109200.34,1290.7689,16986.979,1.6288489,0.43706667,0.4423,0.4463,0.85983336,0.85786664,0.861,0.9980924763985546
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.47606853,14268.830078125,8296.636,30100.92,2867.766,10403.221,0.9251876,0.4373,0.44116667,0.4479,0.8403,0.8387333,0.8373,0.8568387638210675
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.4646101,27863.033203125,14300.482,0.0,42163.516,0.0,1.0473304,0.56535,-1.0,0.5674,-1.0,-1.0,-1.0,0.9208752161366052
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.7688398,23051.96875,2686.0862,35350.777,790.50336,10403.225,1.4989493,0.8789333,0.87326664,0.8736,0.8403,0.8387333,0.8373,0.9999171289804308
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_path_norm/comp_prior=risk_path_norm/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.36551964,10952.36328125,4092.5159,310.96362,15945.406,1211.4912,1.3117709,0.8842667,0.8854,0.8893,0.90216666,0.90056664,0.9042,0.998049368954915
alpha_post=8269.535156745107/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.39570707,11857.986328125,10887.199,228.00404,22998.867,481.685,1.0306406,0.5858333,0.58026665,0.588,0.89166665,0.88673335,0.8899,0.9152457985317816
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00042017552,-0.6201171875,10222.91,10221.905,10403.609,10403.225,0.82856107,0.81406665,0.81156665,0.814,0.8403,0.8387333,0.8373,0.8251672431019799
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00047382136,0.9892578125,6338.6187,481.6278,6339.665,481.685,0.89309186,0.8777,0.8725333,0.873,0.89166665,0.88673335,0.8899,0.8875462186926262
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.0002237548,-0.14666748046875,681.11993,0.0,680.97327,0.0,0.8532605,0.8426833,-1.0,0.8417,-1.0,-1.0,-1.0,0.850282878839943
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,6.9519305,417102.25,18384.475,0.0,435486.72,0.0,2.7349608,0.87056667,-1.0,0.8734,-1.0,-1.0,-1.0,0.9999999990356464
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.4929824,14776.24609375,13036.224,3593.3958,33435.625,9216.55,1.3394787,0.843,0.8408667,0.8441,0.85366666,0.8526,0.853,0.9972433463792424
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,2.0980394,62927.95703125,19446.404,407.21375,83720.57,1753.4238,1.8510833,0.8268667,0.8235667,0.8238,0.89163333,0.8863,0.8903,0.9999996188216344
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.00023118113,0.2989120483398437,119.34422,0.0,119.643135,0.0,0.91211796,0.90136665,-1.0,0.9042,-1.0,-1.0,-1.0,0.9076542249017376
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0009935806,16.58203125,6338.6187,1747.2367,6361.3877,1753.4238,0.8999888,0.8777,0.8725333,0.873,0.89163333,0.8863,0.8903,0.8918020365091506
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.00022315157,-0.182861328125,2694.1917,0.0,2694.0088,0.0,0.87071294,0.86015,-1.0,0.8574,-1.0,-1.0,-1.0,0.8673695334952862
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0018857477,43.3470458984375,568.1577,569.7595,636.5038,594.75854,0.10443958,0.07373333,0.0734,0.0685,0.08286667,0.078033336,0.0751,0.0908555083899456
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.00028126725,3.3040771484375,820.9641,0.0,824.2682,0.0,0.87962556,0.8677667,-1.0,0.8639,-1.0,-1.0,-1.0,0.8756625186003735
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,2.1210685,63618.828125,19446.412,112.248985,83434.68,481.685,1.8566892,0.8268667,0.8236,0.8238,0.89166665,0.88673335,0.8899,0.9999996665495516
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.32295954,19364.0,8461.123,0.0,27825.123,0.0,1.2385788,0.83673334,-1.0,0.8368,-1.0,-1.0,-1.0,0.9904861963549684
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00036633437,-2.2353515625,481.7054,6339.559,481.91425,6342.003,0.88750064,0.8739667,0.86806667,0.8684,0.8943667,0.8890667,0.894,0.8827668287586512
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0,-16.7431640625,10884.049,10882.956,11293.009,11308.659,0.5863,0.5863,0.5813,0.589,0.5641,0.5671667,0.5649,0.5863000162201002
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,1.9724032,59158.8671875,19446.404,1477.2792,83469.99,6342.003,1.8199434,0.8268667,0.8235667,0.8238,0.8943667,0.8890667,0.894,0.9999992124893666
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00044382055,0.0892333984375,1747.9496,1747.9387,1753.5239,1753.4238,0.89382994,0.8789333,0.8733,0.8735,0.89163333,0.8863,0.8903,0.8884270001865522
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0004510349,0.3056640625,6338.6187,6338.579,6342.348,6342.003,0.8927172,0.8777,0.8725333,0.873,0.8943667,0.8890667,0.894,0.887312251915934
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.2930601,8778.5771484375,10889.239,3001.219,23008.602,6342.003,0.97179246,0.589,0.58253336,0.5905,0.8943667,0.8890667,0.894,0.8881769886943758
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.15262201,9143.748046875,628.5427,0.0,9772.291,0.0,0.3127278,0.036483333,-1.0,0.0342,-1.0,-1.0,-1.0,0.2334433568603697
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.036126375,1070.56591796875,8297.146,2287.311,9774.752,2694.3506,0.5770327,0.44263333,0.44673333,0.4515,0.8917,0.88633335,0.8905,0.5764875718182436
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.35952818,10772.6201171875,1747.9496,23004.164,860.7604,11344.355,1.3029193,0.8789333,0.8733,0.8735,0.57056665,0.5739667,0.5691,0.9975210729217032
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_path_norm/comp_prior=risk_path_norm/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.58822805,17633.6171875,1923.7217,25318.084,473.72858,6234.475,1.4434562,0.90113336,0.90473336,0.9027,0.90283334,0.90213335,0.9026,0.9999001291533998
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.00022885506,0.1593475341796875,66.318504,0.0,66.47785,0.0,0.9120637,0.90136665,-1.0,0.9042,-1.0,-1.0,-1.0,0.9076231352497036
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.4805684,14403.826171875,10884.049,39480.9,5401.778,19594.8,1.0764879,0.5863,0.5813,0.589,0.85763335,0.8558,0.8574,0.9329690559907338
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.5195291,15572.646484375,19446.404,5359.2344,40968.477,11308.659,1.3365377,0.8268667,0.8235667,0.8238,0.5641,0.5671667,0.5649,0.9964665784570128
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00035113256,-2.69140625,19446.416,19442.096,19596.406,19594.777,0.84011686,0.8268667,0.8236,0.8238,0.85763335,0.85583335,0.8574,0.8367392285856037
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,2.1161058,63469.94921875,481.7054,83433.29,113.13989,19594.777,1.9025837,0.8739667,0.86806667,0.8684,0.85763335,0.85583335,0.8574,0.999999997182936
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.10315009,6175.43359375,13349.453,0.0,19524.887,0.0,0.6138514,0.38675,-1.0,0.39,-1.0,-1.0,-1.0,0.6119205597957214
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.70751256,42437.18359375,34805.51,0.0,77242.695,0.0,1.0843575,0.48958334,-1.0,0.5008,-1.0,-1.0,-1.0,0.9311111734928276
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.00022358594,-0.15679931640625,315.49878,0.0,315.34198,0.0,0.8532565,0.8426833,-1.0,0.8417,-1.0,-1.0,-1.0,0.850280049389001
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.26161015,7835.0791015625,8071.8457,613.3232,16551.219,1257.617,1.2034698,0.8418,0.8369667,0.8447,0.89166665,0.88673335,0.8899,0.9870208366256996
alpha_post=8269.535156745107/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.034801684,1030.8251953125,9598.164,201.59598,10650.434,223.04034,0.4097789,0.27786666,0.28383332,0.2816,0.89166665,0.88673335,0.8899,0.4043289194327935
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,1.9663075,58976.0,6338.6187,83420.39,1489.0048,19594.777,1.869241,0.8777,0.8725333,0.873,0.85763335,0.85583335,0.8574,0.9999999954439688
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.00022436821,-0.10986328125,1777.9769,0.0,1777.8671,0.0,0.853275,0.8426833,-1.0,0.8417,-1.0,-1.0,-1.0,0.8502931464415386
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00041167944,-0.875,16944.629,16943.26,16987.473,16986.979,0.8171138,0.8027667,0.8002667,0.8051,0.85983336,0.85786664,0.861,0.8140165096544991
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=mnist/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0031163776,80.26594543457031,196.90034,54.675808,307.15195,84.66146,0.39024055,0.35076666,0.3537,0.3464,0.9103,0.90896666,0.9106,0.3890041774558792
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00044179722,0.028533935546875,223.12354,223.11952,223.07289,223.04034,0.88882935,0.8739667,0.86806667,0.8684,0.89166665,0.88673335,0.8899,0.8836109675950503
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,2.0844946,62521.61328125,1747.9496,83453.9,410.44595,19594.777,1.8998384,0.8789333,0.8733,0.8735,0.85763335,0.85583335,0.8574,0.9999999990979828
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00042771132,-0.39404296875,2936.2617,223.10379,2935.8042,223.04034,0.8923572,0.87773335,0.87266666,0.8731,0.89166665,0.88673335,0.8899,0.8870984915190379
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00045398087,0.39404296875,2936.2617,2936.211,2937.538,2937.0933,0.89279956,0.87773335,0.87266666,0.8731,0.8942,0.88886666,0.8938,0.8873750436503203
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.69257313,20763.96875,17753.223,102.87159,38637.36,223.04034,0.90876114,0.3203,0.32583332,0.3313,0.89166665,0.88673335,0.8899,0.8446347859794034
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.026261404,774.61669921875,9598.164,2653.1523,10656.722,2937.0933,0.39245594,0.27786666,0.28383332,0.2816,0.8942,0.88886666,0.8938,0.3869916474764974
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.0004429701,0.063720703125,2686.0862,2686.0784,2694.422,2694.3506,0.8938157,0.8789333,0.87326664,0.8736,0.8917,0.88633335,0.8905,0.8884181153178448
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.66987765,20083.10546875,18119.215,381.13748,38630.17,808.9902,0.87000567,0.29126668,0.2993,0.3023,0.896,0.8907667,0.8956,0.8200063273661122
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,2.2585535,135499.625,31304.086,0.0,166803.7,0.0,1.9379742,0.8753,-1.0,0.8764,-1.0,-1.0,-1.0,0.9999999990709124
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00042006158,-0.62353515625,2936.2617,809.37006,2935.2583,808.9902,0.8922258,0.87773335,0.87266666,0.8731,0.896,0.8907667,0.8956,0.8870162939990438
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.00021793714,-0.4957275390625,1248.0248,0.0,1247.529,0.0,0.8705888,0.86015,-1.0,0.8574,-1.0,-1.0,-1.0,0.867285938298664
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.38192916,11444.6494140625,481.7054,22998.482,236.5316,11308.659,1.3109616,0.8739667,0.86806667,0.8684,0.5641,0.5671667,0.5649,0.9975675563940564
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00045234105,0.3448486328125,223.12354,809.4271,223.0314,808.9902,0.88900566,0.8739667,0.86806667,0.8684,0.896,0.8907667,0.8956,0.8837227073742788
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.03283274,971.7568359375,9599.119,731.4137,10648.452,808.9902,0.40615973,0.27803335,0.28363332,0.2821,0.896,0.8907667,0.8956,0.4007076856432798
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.16880438,10114.6904296875,1476.0433,0.0,11590.733,0.0,1.2027372,0.91221666,-1.0,0.9114,-1.0,-1.0,-1.0,0.9947853500078664
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.5715906,17134.494140625,809.6339,38654.645,442.29156,21152.809,1.4136649,0.87906665,0.87343335,0.8735,0.4375,0.44193333,0.4394,0.9995790029832964
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.033295438,985.6376953125,2936.2617,10651.909,2558.1016,9288.111,1.0067594,0.87773335,0.87266666,0.8731,0.261,0.26426667,0.2716,0.9453333984447418
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_dist_l2/comp_prior=risk_dist_l2/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=40,0.00043272637,-0.24359130859375,809.6339,223.1727,809.25793,223.04034,0.89377594,0.87906665,0.87343335,0.8735,0.89166665,0.88673335,0.8899,0.888439098231574
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_sum_fro/comp_prior=risk_sum_fro/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=40,0.035502665,2116.587890625,813.23944,0.0,2929.8274,0.0,1.0158008,0.8825667,-1.0,0.8827,-1.0,-1.0,-1.0,0.950150226397014
