,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,comp_sgd_post,comp_sgd_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,risk_sgd_post,risk_sgd_prior,risk_sgd_test,seeger
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_3_0001.h5/prior=0.0/seed=20,1.1024226,66131.78125,74.76895,0.0,66206.55,0.0,0.0,0.0,0.8860694,0.14363334,-1,0.1501,-1,-1,-1,0.14595,-1,0.1527,0.8236544916543149
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_5_0001.h5/prior=0.0/seed=20,1.0550126,63287.18359375,1.7481291,0.0,63288.934,0.0,64.10424,0.0,1.3875296,0.6612333,-1,0.6723,-1,-1,-1,0.14595,-1,0.1527,0.9931997353755336
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_l2/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,7.5972357,455820.5625,16631.646,0.0,472452.22,0.0,1027028.5,0.0,2.8366375,0.8876333,-1,0.8865,-1,-1,-1,0.0243,-1,0.0246,0.999999999162803
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_3_001.h5/prior=0.0/seed=20,0.0,-396746880.0,396755200.0,0.0,8310.306,0.0,1384128200000.0,0.0,0.90033334,0.90033334,-1,0.9001,-1,-1,-1,0.14595,-1,0.1527,0.9003333471640942
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_3_001.h5/prior=0.0/seed=20,0.0066006095,382.464599609375,2489.2668,0.0,2871.7314,0.0,522973800000.0,0.0,0.9670983,0.90965,-1,0.9089,-1,-1,-1,0.14595,-1,0.1527,0.9389922797231072
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_5_001.h5/prior=0.0/seed=20,0.0,-174102265856.0,174105720000.0,0.0,3449473.5,0.0,20923451000000.0,0.0,0.8585,0.8585,-1,0.8617,-1,-1,-1,0.20106667,-1,0.209,0.8585000064503401
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_dist_l2/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,9.242324,554525.875,50.375,0.0,554576.25,0.0,0.0,0.0,2.183772,0.034083333,-1,0.0349,-1,-1,-1,0.0243,-1,0.0246,0.99994007088016
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_1_0001.h5/prior=0.0/seed=20,0.06584818,3937.31884765625,2.0334659,0.0,3939.3523,0.0,72324.46,0.0,0.32114995,0.1397,-1,0.1464,-1,-1,-1,0.14595,-1,0.1527,0.2936560371299093
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_1_0001.h5/prior=0.0/seed=20,0.17390615,10420.796875,6.5839844,0.0,10427.381,0.0,0.0,0.0,0.4957947,0.20091666,-1,0.2089,-1,-1,-1,0.20106667,-1,0.209,0.4849381929626908
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_3_001.h5/prior=0.0/seed=20,0.04052014,2417.63623046875,98.1709,0.0,2515.8071,0.0,0.0,0.0,0.2848212,0.14248334,-1,0.1496,-1,-1,-1,0.14595,-1,0.1527,0.2597180538497178
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=path_norm/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,1.634317,98045.453125,346.39627,0.0,98391.85,0.0,1218965100.0,0.0,1.7769182,0.87295,-1,0.8707,-1,-1,-1,0.0243,-1,0.0246,0.9999998703163296
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_fro/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,61.938004,3716266.75,3917.99,0.0,3720184.8,0.0,17579800.0,0.0,6.4526134,0.8876333,-1,0.8865,-1,-1,-1,0.0243,-1,0.0246,0.999999999162803
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_128_5_001.h5/prior=0.0/seed=20,0.41833845,25086.734375,28.125,0.0,25114.86,0.0,0.0,0.0,0.60278356,0.14543334,-1,0.1521,-1,-1,-1,0.14595,-1,0.1527,0.5869270115356189
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=param_norm/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,31.4593,1887544.25,3917.9895,0.0,1891462.2,0.0,15532875.0,0.0,4.8686957,0.9026333,-1,0.9018,-1,-1,-1,0.0243,-1,0.0246,0.9999999992745616
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=sum_fro/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,2.8259299,169542.21875,6048.3413,0.0,175590.56,0.0,2523388.5,0.0,2.0911653,0.90248334,-1,0.9026,-1,-1,-1,0.0243,-1,0.0246,0.9999999992734444
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_sum_fro/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,39.129936,2347782.75,15.25,0.0,2347798.0,0.0,0.0,0.0,4.4475975,0.024366667,-1,0.0246,-1,-1,-1,0.0243,-1,0.0246,0.9999999990913706
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_dist_fro/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,230.99265,13859545.0,70.0,0.0,13859615.0,0.0,0.0,0.0,10.771355,0.024433333,-1,0.0245,-1,-1,-1,0.0243,-1,0.0246,0.9999999990914328
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_3_0001.h5/prior=0.0/seed=20,0.6671757,40016.97265625,0.42071176,0.0,40017.395,0.0,3790.2046,0.0,0.7174373,0.13986667,-1,0.146,-1,-1,-1,0.14595,-1,0.1527,0.6948654628980693
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_param_norm/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,227.35402,13641227.0,186.0,0.0,13641413.0,0.0,0.0,0.0,10.686359,0.024416666,-1,0.0245,-1,-1,-1,0.0243,-1,0.0246,0.9999999990914172
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_5_0001.h5/prior=0.0/seed=20,0.5071531,30415.611328125,0.08883789,0.0,30415.7,0.0,221.79948,0.0,0.6434305,0.13986667,-1,0.146,-1,-1,-1,0.14595,-1,0.1527,0.6262020007147191
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_5_001.h5/prior=0.0/seed=20,0.030027928,1788.103759765625,111.13507,0.0,1899.2389,0.0,0.0,0.0,0.26496482,0.14243333,-1,0.1497,-1,-1,-1,0.14595,-1,0.1527,0.2414269706389989
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_64_3_001.h5/prior=0.0/seed=20,0.00022619926,0.0,1384128200000.0,0.0,1384128200000.0,0.0,0.0,0.0,0.9106348,0.9,-1,0.9,-1,-1,-1,0.14595,-1,0.1527,0.9062601052248782
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_fashion_256_5_001.h5/prior=0.0/seed=20,0.038354445,2287.694580078125,1.3213216,0.0,2289.0159,0.0,21494.482,0.0,0.36583185,0.22735,-1,0.2353,-1,-1,-1,0.20106667,-1,0.209,0.3552613764176886
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_dist_l2/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,9.493578,569601.125,49.375,0.0,569650.5,0.0,0.0,0.0,2.3066292,0.12791666,-1,0.1416,-1,-1,-1,0.12021667,-1,0.1316,0.9999879267823032
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_path_norm/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,20314.445,1218866688.0,0.0,0.0,1218866700.0,0.0,0.0,0.0,100.80735,0.0243,-1,0.0246,-1,-1,-1,0.0243,-1,0.0246,0.9999999990913084
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=sum_fro/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,2.8534286,171192.140625,4398.4194,0.0,175590.56,0.0,4840140.5,0.0,2.0944514,0.9,-1,0.9,-1,-1,-1,0.12021667,-1,0.1316,0.9999999992549418
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_fro/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,61.938004,3716266.75,3917.99,0.0,3720184.8,0.0,18099638.0,0.0,6.4669466,0.9019667,-1,0.9019,-1,-1,-1,0.12021667,-1,0.1316,0.9999999992695948
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_dist_fro/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,239.65546,14379313.0,140.0,0.0,14379453.0,0.0,0.0,0.0,11.066702,0.120116666,-1,0.1315,-1,-1,-1,0.12021667,-1,0.1316,0.9999999991805448
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_1_0001.h5/prior=0.0/seed=30,0.2754855,16515.556640625,0.4032716,0.0,16515.959,0.0,35086.96,0.0,0.64695376,0.27581668,-1,0.2783,-1,-1,-1,0.0243,-1,0.0246,0.6409396661569957
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_3_001.h5/prior=0.0/seed=30,19.40524,1164300.75,249.25,0.0,1164550.0,0.0,0.0,0.0,3.128336,0.0134333335,-1,0.0172,-1,-1,-1,0.0134333335,-1,0.017,0.9999999972435646
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_1_0001.h5/prior=0.0/seed=30,0.30899858,18526.341796875,44.660156,0.0,18571.002,0.0,0.0,0.0,0.41733065,0.024266666,-1,0.0247,-1,-1,-1,0.0243,-1,0.0246,0.333996014234904
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_1_0001.h5/prior=0.0/seed=30,0.032974403,1964.892333984375,58.22534,0.0,2023.1177,0.0,0.0,0.0,0.1427525,0.01435,-1,0.0173,-1,-1,-1,0.0134333335,-1,0.017,0.0681584268785275
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_3_0001.h5/prior=0.0/seed=30,0.5798851,34779.53515625,0.7220461,0.0,34780.258,0.0,11551.264,0.0,0.80227983,0.26381665,-1,0.2651,-1,-1,-1,0.0243,-1,0.0246,0.7720858231292365
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_1_001.h5/prior=0.0/seed=30,1.0698653,64178.34765625,0.21710365,0.0,64178.566,0.0,157733.84,0.0,1.0163243,0.28493333,-1,0.292,-1,-1,-1,0.0243,-1,0.0246,0.8986583667365693
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_1_001.h5/prior=0.0/seed=30,4.7972684,287822.53125,0.74951226,0.0,287823.28,0.0,5656586.0,0.0,1.8728857,0.32413334,-1,0.3126,-1,-1,-1,0.0243,-1,0.0246,0.99967440383055
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_5_0001.h5/prior=0.0/seed=30,0.021137571,1254.682373046875,130.75537,0.0,1385.4377,0.0,0.0,0.0,0.12843794,0.025633333,-1,0.0271,-1,-1,-1,0.0243,-1,0.0246,0.0721509167382742
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_3_0001.h5/prior=0.0/seed=30,0.08584972,5137.4111328125,0.03656412,0.0,5137.4478,0.0,23565.646,0.0,0.48578316,0.2786,-1,0.2812,-1,-1,-1,0.0243,-1,0.0246,0.4815428921113409
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_l2/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,7.5972357,455820.5625,16631.646,0.0,472452.22,0.0,1054433.6,0.0,2.850521,0.9015167,-1,0.9014,-1,-1,-1,0.1107,-1,0.123,0.999999999266242
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_3_0001.h5/prior=0.0/seed=30,0.30565712,18325.85546875,7.046875,0.0,18332.902,0.0,0.0,0.0,0.4047996,0.013866667,-1,0.0171,-1,-1,-1,0.0134333335,-1,0.017,0.3075348413494067
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_1_001.h5/prior=0.0/seed=30,49.771122,2986253.75,0.37633488,0.0,2986254.2,0.0,9771.574,0.0,5.3926764,0.40413332,-1,0.4012,-1,-1,-1,0.0243,-1,0.0246,0.999999999445056
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_3_0001.h5/prior=0.0/seed=30,0.38612875,23154.15234375,74.84082,0.0,23228.994,0.0,0.0,0.0,0.46512425,0.025733333,-1,0.0271,-1,-1,-1,0.0243,-1,0.0246,0.3899373926768216
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_5_0001.h5/prior=0.0/seed=30,0.06783318,4056.418701171875,0.02534926,0.0,4056.444,0.0,5441.967,0.0,0.21763124,0.033466667,-1,0.0347,-1,-1,-1,0.0243,-1,0.0246,0.1432058761766725
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_1_001.h5/prior=0.0/seed=30,1.5592173,93539.46875,15.8125,0.0,93555.28,0.0,0.0,0.0,0.90740454,0.02445,-1,0.0245,-1,-1,-1,0.0243,-1,0.0246,0.8193269714946608
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_5_001.h5/prior=0.0/seed=30,0.00034584934,7.179004669189453,0.7423279,0.0,7.9213324,0.0,33894896.0,0.0,0.09305008,0.0799,-1,0.0778,-1,-1,-1,0.0243,-1,0.0246,0.0872247295586897
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_1_0001.h5/prior=0.0/seed=30,0.01753315,1038.4171142578125,0.0009086442,0.0,1038.418,0.0,71159.5,0.0,0.38389665,0.29026666,-1,0.295,-1,-1,-1,0.0243,-1,0.0246,0.3794420522247674
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_1_001.h5/prior=0.0/seed=30,89.478935,5368722.5,40.0,0.0,5368762.5,0.0,0.0,0.0,6.713057,0.0243,-1,0.0246,-1,-1,-1,0.0243,-1,0.0246,0.9999999990913084
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_5_0001.h5/prior=0.0/seed=30,0.72602195,43547.74609375,0.23355259,0.0,43547.98,0.0,22035.525,0.0,0.87057054,0.26806667,-1,0.2716,-1,-1,-1,0.0243,-1,0.0246,0.819740976896643
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=param_norm/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,31.4593,1887544.25,3917.9895,0.0,1891462.2,0.0,16581557.0,0.0,4.866062,0.9,-1,0.9,-1,-1,-1,0.1107,-1,0.123,0.9999999992549418
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_5_0001.h5/prior=0.0/seed=30,0.35468024,21267.2421875,245.26758,0.0,21512.51,0.0,0.0,0.0,0.44678435,0.025666667,-1,0.027,-1,-1,-1,0.0243,-1,0.0246,0.3688647622209431
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_3_001.h5/prior=0.0/seed=30,0.0,-2800166656.0,2800167000.0,0.0,131.79277,0.0,131112980000.0,0.0,0.90218335,0.90218335,-1,0.9054,-1,-1,-1,0.0243,-1,0.0246,0.9021833560872818
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_64_5_001.h5/prior=0.0/seed=30,564.9148,33894876.0,0.0,0.0,33894876.0,0.0,0.0,0.0,16.830769,0.0243,-1,0.0246,-1,-1,-1,0.0243,-1,0.0246,0.9999999990913084
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_sum_fro/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,77.68352,4660997.5,41.0,0.0,4661038.5,0.0,0.0,0.0,6.342949,0.110633336,-1,0.1227,-1,-1,-1,0.1107,-1,0.123,0.9999999991717128
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_256_1_0001.h5/prior=0.0/seed=30,0.09593471,5742.5107421875,0.6562458,0.0,5743.167,0.0,11820.727,0.0,0.42521453,0.2062,-1,0.2061,-1,-1,-1,0.0243,-1,0.0246,0.4125156754075014
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_param_norm/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,244.83438,14690049.0,46.0,0.0,14690095.0,0.0,0.0,0.0,11.175047,0.110816665,-1,0.1229,-1,-1,-1,0.1107,-1,0.123,0.9999999991718836
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_dist_l2/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=40,6.5269194,391601.59375,71.0,0.0,391672.6,0.0,0.0,0.0,1.8363549,0.02985,-1,0.0291,-1,-1,-1,0.025166666,-1,0.0237,0.9989574243737804
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_3_001.h5/prior=0.0/seed=30,0.028710349,1709.0489501953125,0.067205966,0.0,1709.1162,0.0,3152064.2,0.0,0.14667974,0.026866667,-1,0.0276,-1,-1,-1,0.0243,-1,0.0246,0.0846146068523055
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_1_001.h5/prior=0.0/seed=30,49.60731,2976425.25,57.551758,0.0,2976482.8,0.0,0.0,0.0,5.0045767,0.02425,-1,0.0247,-1,-1,-1,0.0243,-1,0.0246,0.999999999091262
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_5_001.h5/prior=0.0/seed=30,1519252.8,91155161088.0,0.03341069,0.0,91155160000.0,0.0,2210.4312,0.0,871.5995,0.034016665,-1,0.0349,-1,-1,-1,0.0243,-1,0.0246,0.999999999100358
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_1_0001.h5/prior=0.0/seed=30,1.1684269,70092.0390625,29.039062,0.0,70121.08,0.0,0.0,0.0,0.7886219,0.024283333,-1,0.0247,-1,-1,-1,0.0243,-1,0.0246,0.7293056184953925
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_5_001.h5/prior=0.0/seed=30,1519252.8,91155161088.0,43.17383,0.0,91155160000.0,0.0,0.0,0.0,871.5912,0.0257,-1,0.027,-1,-1,-1,0.0243,-1,0.0246,0.9999999990926124
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=path_norm/comp_prior=none/data=fashion/decay=0.5/delta=0.05/epoch=10/neural_path=None/prior=0.0/seed=30,1.6325072,97936.859375,454.9958,0.0,98391.85,0.0,1240834300.0,0.0,1.8750508,0.9715833,-1,0.973,-1,-1,-1,0.1107,-1,0.123,0.9999999991531164
alpha_post=60000.0/alpha_prior=60000.0/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=dist_neural/comp_prior=none/data=mnist/decay=0.5/delta=0.05/epoch=10/neural_path=model_neural_comp_mnist_128_3_0001.h5/prior=0.0/seed=30,0.3049127,18281.189453125,147.00977,0.0,18428.2,0.0,0.0,0.0,0.4162066,0.02575,-1,0.0272,-1,-1,-1,0.0243,-1,0.0246,0.3342300351167728
